event/020-champagne-3.svg,champagne,,
event/021-podium.svg,podium,,
event/022-placeholder.svg,placeholder,,
event/023-shopping-bag.svg,shopping,bag,
event/024-fireworks-1.svg,fireworks,,
event/025-video-camera.svg,video,camera,
event/026-cocktail.svg,cocktail,,
event/027-party-hat.svg,party,hat,
event/028-stage.svg,stage,,
event/029-mirror-ball.svg,mirror,ball,
event/030-guitar.svg,guitar,,
event/031-chocolate-fountain.svg,chocolate,fountain,
event/032-champagne-2.svg,champagne,,
event/033-birthday-cake.svg,birthday,cake,
event/034-suit.svg,suit,,
event/035-invitation.svg,invitation,,
event/036-pamela.svg,pamela,,
event/037-bow-tie.svg,bow,tie,
event/038-candle.svg,candle,,
event/039-ticket.svg,ticket,,
event/040-balloon.svg,balloon,,
event/041-fireworks.svg,fireworks,,
event/042-gift.svg,gift,,
event/043-vinyl.svg,vinyl,,
event/044-champagne-1.svg,champagne,,
event/045-champagne.svg,champagne,,
event/046-restaurant.svg,restaurant,,
event/047-barrier.svg,barrier,,
event/048-microphone.svg,microphone,,
event/049-projector.svg,projector,,
event/050-calendar.svg,calendar,,
furnitures/001-bottle-rack.svg,bottle,rack,
furnitures/002-bench.svg,bench,,
furnitures/003-table-2.svg,table,,
furnitures/004-table-1.svg,table,,
furnitures/005-dining-table.svg,dining,table,
furnitures/006-table.svg,table,,
furnitures/007-drop-leaf-table.svg,drop,leaf,table
furnitures/008-drawing-board.svg,drawing,board,
furnitures/009-desk.svg,desk,,
furnitures/010-coffee-table.svg,coffee,table,
furnitures/011-changing-table.svg,changing,table,
furnitures/012-lowboy.svg,lowboy,,
furnitures/013-dresser.svg,dresser,,
furnitures/014-cupboard-1.svg,cupboard,,
furnitures/015-cabinet-2.svg,cabinet,,
furnitures/016-sideboard.svg,sideboard,,
furnitures/017-cabinet-1.svg,cabinet,,
furnitures/018-bookcase.svg,bookcase,,
furnitures/019-wardrobe.svg,wardrobe,,
furnitures/020-closet.svg,closet,,
furnitures/021-cupboard.svg,cupboard,,
furnitures/022-kitchen-cabinet.svg,kitchen,cabinet,
furnitures/023-bathroom-cabinet.svg,bathroom,cabinet,
furnitures/024-cabinet.svg,cabinet,,
furnitures/025-hall-tree.svg,hall,tree,
furnitures/026-rack.svg,rack,,
furnitures/027-chest.svg,chest,,
furnitures/028-chest-of-drawers.svg,chest,drawers,
furnitures/029-nightstand.svg,nightstand,,
furnitures/030-murphy-bed.svg,murphy,bed,
furnitures/031-bunk-bed.svg,bunk,bed,
furnitures/032-sofa-bed.svg,sofa,bed,
furnitures/033-canopy-bed.svg,canopy,bed,
furnitures/034-bed-1.svg,bed,,
furnitures/035-bed.svg,bed,,
furnitures/036-tuffet.svg,tuffet,,
furnitures/037-bar-stool.svg,bar,stool,
furnitures/038-stool.svg,stool,,
furnitures/039-ottoman.svg,ottoman,,
furnitures/040-couch.svg,couch,,
furnitures/041-armchair-1.svg,armchai,,
furnitures/042-armchair.svg,armchair,,
furnitures/043-sofa.svg,sofa,,
furnitures/044-canape.svg,canape,,
furnitures/045-chaise-longue.svg,chaise,longue,
furnitures/046-rocking-chair.svg,rocking,chair,
furnitures/047-chair-1.svg,chair,,
furnitures/048-office-chair-1.svg,office,chair,
furnitures/049-office-chair.svg,office,chair,
furnitures/050-chair.svg,chair,,
gym-equipment/001-kettlebell.svg,kettlebell,,
gym-equipment/002-punching-bag-1.svg,punching,bag,
gym-equipment/003-rings.svg,rings,,
gym-equipment/004-tank-top.svg,tank,top,
gym-equipment/005-chest-expander.svg,chest,expander,
gym-equipment/006-medicine-ball.svg,medicine,ball,
gym-equipment/007-water-1.svg,water,botton,
gym-equipment/008-punching-ball.svg,punching,ball,
gym-equipment/009-trellis.svg,trellis,,
gym-equipment/010-towel.svg,towel,,
gym-equipment/011-gym.svg,gym,,
gym-equipment/012-walkman.svg,walkman,,
gym-equipment/013-gym-station.svg,gym,station,
gym-equipment/014-weight.svg,weight,,
gym-equipment/015-bar.svg,bar,,
gym-equipment/016-smartwatch.svg,smartwatch,,
gym-equipment/017-step.svg,step,,
gym-equipment/018-shorts.svg,shorts,,
gym-equipment/019-top.svg,top,,
gym-equipment/020-punching-bag.svg,punching,bag,
gym-equipment/021-sport-bag.svg,sport,bag,
gym-equipment/022-shoe.svg,shoe,,
gym-equipment/023-running.svg,running,,
gym-equipment/024-measuring-tape.svg,measuring,tape,
gym-equipment/025-dumbbells.svg,dumbbells,,
gym-equipment/026-list.svg,list,,
gym-equipment/027-whistle.svg,whistle,,
gym-equipment/028-hand-grip.svg,hand,grip,
gym-equipment/029-yoga-ball.svg,yoga,ball,
gym-equipment/030-dumbbell-1.svg,dumbbell,,
gym-equipment/031-skipping-rope.svg,skipping,rope,
gym-equipment/032-buck.svg,buck,,
gym-equipment/033-calendar.svg,calendar,,
gym-equipment/034-mat.svg,mat,,
gym-equipment/035-stopwatch.svg,stopwatch,,
gym-equipment/036-cardio.svg,cardio,,
gym-equipment/037-bicycle.svg,bicycle,,
gym-equipment/038-scale.svg,scale,,
gym-equipment/039-dumbbell.svg,dumbbell,,
gym-equipment/040-water.svg,water,,
veterinary/001-collar-1.svg,collar,,
veterinary/002-poo.svg,poo,,
veterinary/003-elizabethan-collar.svg,elizabethan,collar,
veterinary/004-cleaning.svg,cleaning,,
veterinary/005-louse.svg,louse,,
veterinary/006-lung.svg,lung,,
veterinary/007-dog-2.svg,dog,,
veterinary/008-ball.svg,ball,,
veterinary/009-cat-1.svg,ball,wool,
veterinary/010-search.svg,search,dog,
veterinary/011-eye-drops.svg,eye,drops,
veterinary/012-doctor-1.svg,doctor,,
veterinary/013-certificate.svg,certificate,,
veterinary/014-doctor.svg,doctor,,
veterinary/015-food-3.svg,food,,
veterinary/016-birdhouse.svg,birdhouse,,
veterinary/017-veterinary.svg,veterinary,,
veterinary/018-fishbone.svg,fishbone,,
veterinary/019-kennel.svg,kennel,,
veterinary/020-first-aid-kit.svg,first,aid,kit
veterinary/021-plaster.svg,plaster,,
veterinary/022-medicine.svg,medicine,,
veterinary/023-award-1.svg,award,,
veterinary/024-award.svg,award,,
veterinary/025-food-2.svg,food,,
veterinary/026-pills.svg,pills,,
veterinary/027-injection.svg,injection,,
veterinary/028-collar.svg,collar,,
veterinary/029-wheel.svg,wheel,,
veterinary/030-cage-1.svg,cage,,
veterinary/031-food-1.svg,dog,food,
veterinary/032-food.svg,cat,food,
veterinary/033-footprint.svg,footprint,dog,
veterinary/034-cage.svg,cage,,
veterinary/035-bone.svg,bone,,
veterinary/036-clipper.svg,clipper,,
veterinary/037-rooster.svg,rooster,,
veterinary/038-pig.svg,pig,,
veterinary/039-cow-1.svg,cow,,
veterinary/040-mouse.svg,mouse,,
veterinary/041-horse.svg,horse,,
veterinary/042-turtle.svg,turtle,,
veterinary/043-aquarium.svg,aquarium,,
veterinary/044-rabbit.svg,rabbit,,
veterinary/045-hamster.svg,hamster,,
veterinary/046-cow.svg,cow,,
veterinary/047-dog-1.svg,dog,,
veterinary/048-bird.svg,bird,,
veterinary/049-cat.svg,cat,,
veterinary/050-dog.svg,dog,,
wildlife/001-mouse.svg,mouse,,
wildlife/002-tiger.svg,tiger,,
wildlife/003-ladybug.svg,ladybug,,
wildlife/004-dragonfly.svg,dragonfly,,
wildlife/005-bug.svg,bug,,
wildlife/006-scorpion.svg,scorpion,,
wildlife/007-owl.svg,owl,,
wildlife/008-hippopotamus.svg,hippopotamus,,
wildlife/009-palm-tree.svg,palm,tree,
wildlife/010-apple.svg,apple,,
wildlife/011-jellyfish.svg,jellyfish,,
wildlife/012-starfish.svg,starfish,,
wildlife/013-seal.svg,seal,,
wildlife/014-fish.svg,fish,,
wildlife/015-crab.svg,crab,,
wildlife/016-frog.svg,frog,,
wildlife/017-bunny.svg,bunny,,
wildlife/018-monkey.svg,monkey,,
wildlife/019-horse.svg,horse,,
wildlife/020-elephant.svg,elephant,,
wildlife/021-cloud.svg,cloud,,
wildlife/022-drought.svg,drought,,
wildlife/023-water.svg,water,,
wildlife/024-cactus.svg,cactus,,
wildlife/025-plant.svg,plant,,
wildlife/026-panda.svg,panda,,
wildlife/027-rhino.svg,rhino,,
wildlife/028-fox.svg,fox,,
wildlife/029-koala.svg,koala,,
wildlife/030-bear.svg,bear,,
wildlife/031-deer.svg,deer,,
wildlife/032-lion.svg,lion,,
wildlife/033-giraffe.svg,giraffe,,
wildlife/034-paw.svg,paw,,
wildlife/035-sun.svg,sun,,
wildlife/036-stones.svg,stones,,
wildlife/037-grass.svg,grass,,
wildlife/038-tree.svg,tree,,
wildlife/039-trees.svg,trees,,
wildlife/040-mountains.svg,mountains,,
