business-and-office/adhesive-tape.svg,adhesive,tape,
business-and-office/archive.svg,archive,,
business-and-office/bar-chart.svg,bar,chart,
business-and-office/briefcase-1.svg,briefcase,,
business-and-office/briefcase.svg,briefcase,money,
business-and-office/cabinet.svg,cabinet,,
business-and-office/cactus.svg,cactus,,
business-and-office/calculator.svg,calculator,,
business-and-office/calendar.svg,calendar,,
business-and-office/circular-chart.svg,circular,chart,
business-and-office/clock.svg,clock,,
business-and-office/coffee.svg,coffee,,
business-and-office/contract-1.svg,contract,,
business-and-office/contract.svg,contract,,
business-and-office/cutter.svg,cutter,,
business-and-office/desk.svg,desk,,
business-and-office/diskette.svg,diskette,,
business-and-office/email.svg,email,,
business-and-office/envelope-1.svg,envelope,,
business-and-office/envelope.svg,envelope,,
business-and-office/exchange.svg,exchange,,
business-and-office/fax.svg,fax,,
business-and-office/file.svg,file,,
business-and-office/folder.svg,folder,,
business-and-office/fountain-pen.svg,pen,fountain,
business-and-office/garbage.svg,garbage,,
business-and-office/highlighter.svg,highlighter,,
business-and-office/id-card.svg,id,card,
business-and-office/idea.svg,idea,,
business-and-office/industry.svg,industry,,
business-and-office/lamp.svg,lamp,,
business-and-office/laptop.svg,laptop,,
business-and-office/light-bulb.svg,light,bulb,
business-and-office/megaphone.svg,megaphone,,
business-and-office/money.svg,money,,
business-and-office/mouse.svg,mouse,,
business-and-office/note.svg,note,,
business-and-office/notebook.svg,notebook,,
business-and-office/notes.svg,notes,note,
business-and-office/office-chair.svg,office,chair,
business-and-office/office.svg,office,,
business-and-office/organization.svg,organization,,
business-and-office/paperclip.svg,paperclip,,
business-and-office/pen-container.svg,pen,container,
business-and-office/pen.svg,pen,,
business-and-office/pencil.svg,pencil,,
business-and-office/pendrive.svg,pen drive,USB,
business-and-office/phonebook.svg,phonebook,,
business-and-office/piggy-bank.svg,piggy bank,,
business-and-office/plane.svg,plane,,
business-and-office/printer.svg,printer,,
business-and-office/projector.svg,projector,,
business-and-office/push-pin.svg,pushpin,,
business-and-office/pyramid-chart-1.svg,pyramid,chart,
business-and-office/pyramid-chart.svg,pyramid,chart,
business-and-office/schedule.svg,schedule,,
business-and-office/scissors.svg,scissors,,
business-and-office/screen-1.svg,screen,,
business-and-office/screen.svg,screen,,
business-and-office/smartphone.svg,smartphone,,
business-and-office/stamp.svg,stamp,,
business-and-office/stats.svg,stats,,
business-and-office/stopwatch.svg,stopwatch,,
business-and-office/tablet.svg,tablet,,
business-and-office/target.svg,target,,
business-and-office/tasks.svg,tasks,task,
business-and-office/tea.svg,tea,,
business-and-office/telephone.svg,telephone,,
business-and-office/trolley.svg,trolley,,
business-and-office/typewriter.svg,typewriter,,
business-collection/abacus.svg,abacus,,
business-collection/achievement.svg,achievement,,
business-collection/agenda-1.svg,agenda,,
business-collection/agenda-2.svg,agenda,,
business-collection/agenda.svg,agenda,,
business-collection/balance.svg,balance,,
business-collection/bank.svg,bank.svg,,
business-collection/bar-chart-1.svg,bar,chart,
business-collection/bar-chart-2.svg,bar,chart,
business-collection/bar-chart.svg,bar,chart,
business-collection/bill.svg,bill,,
business-collection/bills.svg,bills,,
business-collection/book.svg,book,,
business-collection/briefcase.svg,briefcase,,
business-collection/business-card.svg,business,card,
business-collection/cabinet.svg,cabinet,,
business-collection/cart.svg,cart,,
business-collection/circular-diagram.svg,circular,diagram,
business-collection/clip.svg,clip,,
business-collection/clipboard.svg,clipboard,,
business-collection/collaboration-1.svg,collaboration,,
business-collection/collaboration.svg,collaboration,,
business-collection/conference.svg,conference,,
business-collection/deal.svg,deal.svg,,
business-collection/decrease.svg,decrease,,
business-collection/desk-lamp.svg,desk,lamp,
business-collection/devaluation.svg,devaluation,,
business-collection/dollar.svg,dollar,,
business-collection/employees.svg,employees,,
business-collection/exchange.svg,exchange,,
business-collection/graph.svg,graph,,
business-collection/growth-1.svg,growth,,
business-collection/growth.svg,growth,,
business-collection/hand.svg,hand,,
business-collection/human-resources.svg,human,resources,
business-collection/id-card.svg,id,card,
business-collection/insurance.svg,insurance,,
business-collection/invest.svg,invest,,
business-collection/key.svg,key,,
business-collection/light-bulb.svg,light,bulb,
business-collection/loss.svg,loss,,
business-collection/medal.svg,medal,,
business-collection/meeting.svg,meeting,,
business-collection/money-1.svg,money,,
business-collection/money-bag.svg,money,bag,
business-collection/money.svg,money,,
business-collection/office-chair.svg,office,chair,
business-collection/open-book.svg,open,book,
business-collection/panel-1.svg,panel,increase,profit
business-collection/panel-2.svg,panel,decrease,
business-collection/panel.svg,panel,,
business-collection/pen.svg,pen,,
business-collection/pencil.svg,pencil,,
business-collection/pie-chart-1.svg,pie,chart,
business-collection/pie-chart-2.svg,pie,chart,
business-collection/pie-chart.svg,pie,chart,
business-collection/post-it.svg,post,it,
business-collection/profit-1.svg,profit,,
business-collection/profit.svg,profit,,
business-collection/push-pin.svg,push,pin,
business-collection/pyramidal.svg,pyramidal,,
business-collection/retirement.svg,retirement,,
business-collection/rocket.svg,rocket,,
business-collection/safebox.svg,safebox,,
business-collection/scheme.svg,scheme,,
business-collection/skills.svg,skills,,
business-collection/strategy.svg,strategy,,
business-collection/tie.svg,tie,,
business-collection/time.svg,time,,
business-collection/tools.svg,tools,,
business-collection/users-1.svg,users,,
business-collection/users.svg,users,,
business-collection/wallet.svg,wallet,,
database-and-servers/001-server-15.svg,server,,
database-and-servers/002-server-14.svg,server,,
database-and-servers/003-folder-4.svg,folder,,
database-and-servers/004-cloud-computing-2.svg,cloud,computing,
database-and-servers/005-hard-disk.svg,hard,disk,
database-and-servers/006-laptop-2.svg,laptop,,
database-and-servers/007-responsive-2.svg,responsive,,
database-and-servers/008-funnel.svg,funnel,,
database-and-servers/009-sql.svg,sql,,
database-and-servers/010-server-13.svg,server,,
database-and-servers/011-error-404.svg,error,,
database-and-servers/012-diagram.svg,diagram,,
database-and-servers/013-smartphone-2.svg,smartphone,search,
database-and-servers/014-television.svg,television,,
database-and-servers/015-cpu.svg,cpu,,
database-and-servers/016-email-1.svg,email,,
database-and-servers/017-smartphone-1.svg,smartphone,upload,
database-and-servers/018-server-12.svg,server,,
database-and-servers/019-image.svg,image,,
database-and-servers/020-printer.svg,printer,,
database-and-servers/021-settings.svg,settings,,
database-and-servers/022-folder-3.svg,folder,,
database-and-servers/023-monitor.svg,monitor,,
database-and-servers/024-server-11.svg,server,cloud,
database-and-servers/025-cloud-computing-1.svg,cloud,computing,
database-and-servers/026-folder-2.svg,folder,,
database-and-servers/027-folder-1.svg,folder,,
database-and-servers/028-laptop-1.svg,laptop,cloud,upload
database-and-servers/029-server-10.svg,server,cloud,
database-and-servers/030-responsive-1.svg,responsive,cloud,
database-and-servers/031-responsive.svg,responsive,,
database-and-servers/032-computer.svg,computer,database,
database-and-servers/033-worldwide.svg,worldwide,,
database-and-servers/034-file.svg,file,cloud,upload
database-and-servers/035-laptop.svg,laptop,download,
database-and-servers/036-smartphone.svg,smartphone,cloud,download
database-and-servers/037-server-9.svg,server,,
database-and-servers/038-server-8.svg,server,,
database-and-servers/039-server-7.svg,server,,
database-and-servers/040-server-6.svg,server,,
database-and-servers/041-email.svg,email,cloud,
database-and-servers/042-folder.svg,folder,,
database-and-servers/043-server-5.svg,database,,
database-and-servers/044-server-4.svg,server,,
database-and-servers/045-cloud-computing.svg,cloud,computing,
database-and-servers/046-server-3.svg,server,database,laptop
database-and-servers/047-laptops.svg,laptops,cloud,
database-and-servers/048-server-2.svg,server,laptop,
database-and-servers/049-server-1.svg,server,search,
database-and-servers/050-server.svg,server,cloud,upload
event/001-photo-camera.svg,photo,camera,
event/002-meeting.svg,meeting,,
event/003-presentation.svg,presentation,,
event/004-trophy.svg,trophy,,
event/005-contract.svg,contract,,
event/006-spotlight.svg,spotlight,,
event/007-id-card.svg,id,card,
event/008-cupcake.svg,cupcake,,
event/009-music.svg,music,,
event/010-browser.svg,browser,,
event/011-list.svg,list,,
event/012-beer.svg,beer,,
event/013-dinner.svg,dinner,,
event/014-garlands.svg,garlands,,
event/015-megaphone.svg,megaphone,,
event/016-eye-mask.svg,eye,mask,
event/017-seat.svg,seat,,
event/018-party-blower.svg,party,blower,
event/019-brochette.svg,brochette,,
